type;title;director;country;co_production;date_added;release_year;duration;description
TV Show;Chip and Potato;;United Kingdom, Canada;Y;29/11/2019;2019;2;Lovable pug Chip starts kindergarten, makes new friends and tries new things – with a little help from Potato, her secret mouse pal.
Movie;Do Paise Ki Dhoop Chaar Aane Ki Baarish;Deepti Naval;India;N;22/09/2019;2009;121;When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.
TV Show;Vagabond;;South Korea;N;21/09/2019;2019;1;When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.
Movie;Between Two Ferns: The Movie;Scott Aukerman;United States;N;20/09/2019;2019;83;Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.
Movie;Misfit;Erwin van den Eshof;Netherlands;N;03/08/2019;2017;81;After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.
TV Show;Basketball or Nothing;;United States;N;02/08/2019;2019;1;Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.
Movie;Otherhood;;United Kingdom, United States;Y;02/08/2019;2019;101;Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons.
Movie;Uriyadi 2;Vijay Kumar;India;N;02/08/2019;2019;116;When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.
Movie;Manu;Phanindra Narsetti;India;N;01/08/2019;2018;177;The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.
TV Show;Sleepless Society: Nyctophobia;;Thailand;N;01/08/2019;2019;1;Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son.
TV Show;The Letdown;;Australia;N;31/07/2019;2019;2;Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.
Movie;The Red Sea Diving Resort;Gideon Raff;Canada;N;31/07/2019;2019;130;Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.
TV Show;Twelve Forever;;United States;N;29/07/2019;2019;1;Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.
Movie;Boi;Jorge M. Fontana;Spain;N;26/07/2019;2018;111;A young chauffeur who's at a crossroads in his life escorts a pair of clients around Barcelona and becomes embroiled in their mysterious quest.
Movie;Eerie;Mikhail Red;Philippines, Singapore;Y;26/07/2019;2019;100;When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.
Movie;Girls With Balls;Olivier Afonso;France, Belgium;Y;26/07/2019;2019;77;Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives.
TV Show;My First First Love;;South Korea;N;26/07/2019;2019;2;Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.
Movie;The Son;Sebastián Schindel;Argentina;N;26/07/2019;2019;93;In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.
TV Show;Another Life;;United States;N;25/07/2019;2019;1;After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.
Movie;The Great Hack;Karim Amer, Jehane Noujaim;United States;N;24/07/2019;2019;114;Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.
TV Show;Beat Bugs;;Australia, Canada;Y;21/07/2019;2018;3;With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.
Movie;D.L. Hughley: Contrarian;Jay Chapman;United States;N;21/07/2019;2018;58;D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia.
Movie;Demetri Martin: The Overthinker;Jay Karas, Demetri Martin;United States;N;21/07/2019;2018;56;With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.
Movie;The Beast Stalker;Dante Lam;Hong Kong;N;21/07/2019;2008;110;Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident.
Movie;The Midas Touch;Chi Keung Fung;Hong Kong;N;21/07/2019;2013;98;A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head.
Movie;The Twins Effect II;Corey Yuen, Patrick Leung;Hong Kong, China;Y;21/07/2019;2004;106;An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.
Movie;Twins Mission;To-hoi Kong;Hong Kong, China;Y;21/07/2019;2007;102;To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins.
TV Show;Sexy Central;;Hong Kong;N;20/07/2019;2019;1;In the bustling center of Hong Kong, five young women reckon with betrayal, unrequited love and other matters of the heart.
Movie;¡Ay, mi madre!;Frank Ariza;Spain;N;19/07/2019;2019;81;When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.
TV Show;Comedians in Cars Getting Coffee;Jerry Seinfeld;United States;N;19/07/2019;2019;6;Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy.
TV Show;The Epic Tales of Captain Underpants;;United States;N;19/07/2019;2019;3;Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.
TV Show;Typewriter;;India;N;19/07/2019;2019;1;Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.
TV Show;Rookie Historian Goo Hae-Ryung;;South Korea;N;18/07/2019;2019;1;Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.
Movie;Secret Obsession;Peter Sullivan;United States;N;18/07/2019;2019;98;When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over.
Movie;Mauli;Aditya Sarpotdar;India;N;17/07/2019;2018;136;An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
TV Show;Pinky Malinky;;United States;N;17/07/2019;2019;3;Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.
TV Show;Unrequited Love;;China;N;17/07/2019;2019;1;A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.
Movie;Bogda;Nisheeta Keni;India;N;16/07/2019;2018;161;An aspiring dancer accompanies her terminally ill mother on one last road trip that alternately strains and strengthens their knotty relationship.
Movie;Frankenstein’s Monster’s Monster, Frankenstein;Daniel Gray Longino;United States;N;16/07/2019;2019;32;When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets.
TV Show;Angel Beats!;;Japan;N;15/07/2019;2010;1;In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world.
TV Show;Anohana: The Flower We Saw That Day;;Japan;N;15/07/2019;2011;1;A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.
TV Show;God Eater;;Japan;N;15/07/2019;2015;1;An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.
TV Show;GRANBLUE FANTASY the Animation;;Japan;N;15/07/2019;2017;1;In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts.
TV Show;3Below: Tales of Arcadia;;United States;N;12/07/2019;2019;2;After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.
Movie;4L;Gerardo Olivares;Spain;N;12/07/2019;2019;105;Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.
TV Show;Bonus Family;;Sweden;N;12/07/2019;2019;3;A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy.
Movie;Cities of Last Things;Wi Ding Ho;Taiwan, China, France, United States;Y;12/07/2019;2018;106;In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago.
Movie;Kidnapping Stella;Thomas Sieben;Germany;N;12/07/2019;2019;90;Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.
TV Show;One Spring Night;;South Korea;N;12/07/2019;2019;1;When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air – and anything is possible.
Movie;Point Blank;Joe Lynch;France, United States;Y;12/07/2019;2019;87;To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.
Movie;The Milk System;Andreas Pichler;Germany, Italy;Y;12/07/2019;2017;91;Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions.
Movie;Parchís: the Documentary;Daniel Arasanz;Spain;N;11/07/2019;2019;106;The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s.
Movie;Aziz Ansari: RIGHT NOW;Spike Jonze;United States;N;09/07/2019;2019;65;In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.
